type,danger,url,thoughts,domain,title
"казино, мошенничество",8,https://www.diariodeteruel.es/click.php?p=Qg==__MzY2____aHR0cHM6Ly9zd2VldHRvb3RoYm9zdG9uLmNvbS8,"Сайт рекламирует онлайн-покер. URL-адрес содержит подозрительную часть `click.php?p=Qg==__MzY2____aHR0cHM6Ly9zd2VldHRvb3RoYm9zdG9uLmNvbS8`, что указывает на потенциальное перенаправление. Сам сайт содержит изображения сексуального характера (женщина в бикини), что классифицирует его как 18+.  Название сайта и контент однозначно указывают на азартные игры.  Это соответствует признакам мошенничества, так как многие мошеннические сайты маскируются под легитимные, а онлайн-казино часто связаны с нечестными практиками. Высокая вероятность мошенничества из-за использования сокращенной ссылки и характерного для мошеннических сайтов дизайна. ",diariodeteruel.es,POKER1001: новейший покерный сайт с IDN и лучший список онлайн-покера
18+,8,https://www.chatburte.com/,"Сайт chatburte.com содержит предупреждение о том, что доступ к нему разрешен только лицам старше 18 лет.  Заголовок сайта и описание указывают на порнографическое содержание.  В URL-адресе нет ничего подозрительного. Сайт не демонстрирует признаков мошенничества, таких как запросы на оплату или лотереи.  Однако, он явно содержит контент для взрослых.",chatburte.com,"Chatburte – порно видео для взрослых, видео для взрослых в высоком качестве, видео для взрослых на бенгальском языке, видео для взрослых на английском языке"
мошенничество,8,https://dat.2chan.net/bin/jump.php?https://xn--niedlichfranzsischebulldoggenwelpen-0qd.de/,"URL `https://dat.2chan.net/bin/jump.php?https://xn--niedlichfranzsischebulldoggenwelpen-0qd.de/` ведет на сайт `xn--niedlichfranzsischebulldoggenwelpen-0qd.de` через сервис сокращения ссылок 2chan.  Сам URL-адрес `xn--niedlichfranzsischebulldoggenwelpen-0qd.de` выглядит подозрительно из-за использования IDN (Internationalized Domain Names) —  он скрывает реальное доменное имя, используя немецкие символы.  Это часто используется мошенниками для маскировки вредоносных сайтов.  Без доступа к содержимому целевого сайта невозможно точно сказать, что он содержит.  Однако, использование сервиса сокращения ссылок и подозрительный URL-адрес указывают на высокую вероятность мошенничества.  Нельзя исключить наличие контента 18+.",2chan.net,
мошенничество,8,https://canvas.instructure.com/eportfolios/3367042/home/buy-a-registered-drivers-license-without-a-deposit-the-ultimate-guide-to-buy-a-registered-drivers-license-without-a-deposit,"Сайт размещён на платформе Canvas, которая используется образовательными учреждениями.  Однако, содержание страницы посвящено покупке водительских прав без депозита, что является незаконным и, скорее всего, мошенническим предложением.  URL-адрес сам по себе не вызывает подозрений, так как принадлежит легитимной платформе, но контент, размещённый на нём, указывает на мошенническую деятельность.  На сайте нет контента 18+.",instructure.com,Купить зарегистрированные водительские права без депозита: полное руководство по покупке зарегистрированных водительских прав без депозита: Главная: BradleyThompson2905
мошенничество,8,http://sc686.net/home.php?mod=space&uid=2338598,"Сайт представляет собой профиль пользователя на форуме Planforexams Q&A.  В профиле указан веб-сайт `https://loafharp8.werite.net/why-we-our-love-for-buy-a-driving-license-and-you-should-also`, который, судя по описанию ""Buy A Real Driving License Explained In Fewer Than 140 Characters"",  предлагает купить водительские права. Это вызывает серьезные подозрения, так как покупка водительских прав является незаконной.  URL-адрес `sc686.net` сам по себе не выглядит мошенническим, это просто доменное имя, но  ссылка на сайте пользователя указывает на потенциально мошенническую деятельность. Сам форум `planforexams.com` не обязательно мошеннический, но присутствие ссылки на такую активность вызывает опасения. Сайт не содержит 18+ контента, и не является сервисом сокращения ссылок или онлайн-казино.

",sc686.net,Профиль пользователя boardicon48 - SC686 Навигация -
мошенничество,8,https://happy.n-payatib.shop/,"URL адрес `https://happy.n-payatib.shop/` выглядит подозрительно.  Домен `n-payatib.shop` не внушает доверия и не ассоциируется с известными легитимными компаниями. Название сайта  `happy.n-payatib.shop` не соответствует описанию товара ""Красивое свадебное приглашение"".  Сам по себе заголовок ""Красивое свадебное приглашение, это открытка"" не является признаком мошенничества, но в сочетании с подозрительным URL адресом вызывает опасения.  Вероятность того, что сайт является мошенническим, высока, особенно учитывая использование коротких и нестандартных доменов.  Отсутствие информации о самом сайте также говорит о нежелании раскрывать полные данные, что является тревожным знаком. Нет признаков 18+ контента.

",n-payatib.shop,"Красивое свадебное приглашение, это открытка"
мошенничество,8,https://honee007.com/,"Сайт `honee007.com` (""медовая ставка"") не отображается непосредственно, а вместо этого показывает видео на странице `dart.emediamonitor.net`.  Название сайта и его описание (""медовая ставка"") вызывают подозрения.  Фраза ""медовая ставка"" может быть связана с азартными играми или мошенническими схемами, обещающими легкую прибыль.  URL `dart.emediamonitor.net` сам по себе не выглядит подозрительно, но это может быть видеохостингом, используемым мошенническим сайтом.  Отсутствие доступа к основному сайту `honee007.com` затрудняет полную оценку.  Однако, косвенные признаки указывают на высокую вероятность мошенничества. Видео само по себе безопасно, но контекст вызывает сомнения. ",honee007.com,медовая ставка
18+,8,https://lightsocketadapter73837.blogoscience.com/38424975/how-to-bring-out-your-inner-dominatrix-with-these-creative-roleplay-ideas,"URL адрес  `https://lightsocketadapter73837.blogoscience.com/38424975/how-to-bring-out-your-inner-dominatrix-with-these-creative-roleplay-ideas`  выглядит подозрительно из-за случайного поддомена `lightsocketadapter73837` в домене `blogoscience.com`.  Название сайта не соответствует общепринятым стандартам, а содержание, судя по заголовку  ""Как пробудить в себе внутреннюю доминанту с помощью этих креативных идей для ролевых игр"", относится к тематике BDSM и является контентом 18+.  На сайте отсутствуют явные признаки финансового мошенничества (запросы на оплату, лотереи), но его тематика и подозрительный URL указывают на потенциальную опасность, особенно для несовершеннолетних. Сайт не похож на легитимный интернет-магазин или службу доставки.


",blogoscience.com,Как пробудить в себе внутреннюю доминанту с помощью этих креативных идей для ролевых игр
мошенничество,8,http://forum.firewind.ru/proxy.php?link=https://kartaxpresspoland.com/,"URL `http://forum.firewind.ru/proxy.php?link=https://kartaxpresspoland.com/` перенаправляет на `https://kartaxpresspoland.com/`.  Сам по себе URL `forum.firewind.ru` выглядит как форум, но присутствие `proxy.php?link=` указывает на то, что это ссылка-перенаправление, что само по себе не является признаком мошенничества, но требует осторожности.  Целевой URL `kartaxpresspoland.com` требует дальнейшего анализа, так как он не содержит очевидных признаков известных компаний или брендов.  Название  ""kartaxpresspoland"" звучит подозрительно и может указывать на попытку выдать себя за  надежную компанию. Отсутствие информации о сайте `kartaxpresspoland.com`  повышает уровень опастности.  Без доступа к сайту `kartaxpresspoland.com` невозможно определить его  тип контента (18+ или другие).

",firewind.ru,Перенаправление на сторонний сайт | Форум  игрового сообщества Firewind
мошенничество,8,https://scientific-programs.science/wiki/The_Hidden_Secrets_Of_Buy_Driving_License_Darknet,"Я не могу видеть содержимое веб-страницы по предоставленному URL, так как я — лишь языковая модель.  Однако, анализируя сам URL  `https://scientific-programs.science/wiki/The_Hidden_Secrets_Of_Buy_Driving_License_Darknet`, я могу сделать некоторые выводы.

Название сайта (""Научные программы"") и тема страницы (""Скрытые секреты покупки водительских прав Darknet"")  вызывают серьезные подозрения.  Покупка водительских прав в даркнете является незаконной деятельностью, а сайт, предлагающий информацию о подобных действиях,  весьма вероятно,  мошеннический или, по меньшей мере,  сомнительный.  Домен `scientific-programs.science` не внушает доверия, так как не соответствует ожиданиям от легитимного источника информации о научных программах.  Наличие слова ""Darknet"" в URL  еще больше усиливает подозрение.

**Рассуждения:** URL содержит подозрительные слова, указывающие на незаконную деятельность, и не соответствует названию сайта.  Вряд ли легитимный научный сайт будет размещать информацию о покупке поддельных документов в даркнете.

",scientific-programs.science,Скрытые секреты покупки водительских прав Darknet - Научные программы
мошенничество,8,https://philipsda.prf.hn/click/camref:1100ljzsQ/creativeref:1100l65556/destination:https://xn--niedlichfranzsischebulldoggenwelpen-0qd.de/,"URL-адрес  `https://philipsda.prf.hn/click/camref:1100ljzsQ/creativeref:1100l65556/destination:https://xn--niedlichfranzsischebulldoggenwelpen-0qd.de/`  выглядит подозрительно.  Он содержит короткие ссылки и нестандартные поддомены (`prf.hn`).  Целевой URL (`xn--niedlichfranzsischebulldoggenwelpen-0qd.de`) использует Punycode, что часто используется для маскировки вредоносных сайтов.  Кроме того,  я не смог получить доступ к сайту, что само по себе вызывает подозрение.  В сочетании с подозрительным URL-адресом это указывает на потенциально мошеннический сайт или сайт, который может быть использован для распространения вредоносного ПО.  Контент 18+ или признаки азартных игр отсутствуют, так как сайт недоступен.

",prf.hn,
мошенничество,8,https://viviennefawkes.com/lifestyle/the-secret-of-successful-party/,"URL адрес выглядит подозрительно.  Он содержит поддомен `members` и специфическую числовую часть в конце пути (`/activity/288196/`). Это может указывать на то, что сайт не является легитимным. Наличие элементов входа (`Log In`, `Register`) без явного указания на бренд или компанию также настораживает.  Изображение на сайте кажется нерелевантным, если рассматривать сайт, как легитимный, и больше похож на иллюстрацию для привлечения внимания. Название сайта (`Tisi Para`) неизвестно и не ассоциируется с известными брендами.  Сайт не содержит явных признаков мошенничества (запросы платежей, казино, 18+ контент), но его структура и адрес вызывают серьезные подозрения.  Он не выглядит как легитимный интернет-магазин или сервис.


",viviennefawkes.com,Секрет успешной вечеринки – Вивьен Фоукс
мошенничество,7,https://hyldgaard-krog.blogbright.net/dont-make-this-silly-mistake-on-your-accident-lawyer-jacksonville/,"Сайт недоступен, так как был приостановлен.  В URL-адресе нет явных признаков мошенничества, но сам факт приостановки работы сайта вызывает подозрения.  Невозможно определить наличие контента 18+ или иных мошеннических элементов, так как сайт не работает.  Судя по сообщению, сайт, возможно, был приостановлен хостингом Rumahweb Indonesia.  Это может быть связано с нарушением правил хостинга, например, размещением мошеннического контента, но без доступа к сайту это лишь предположение.",blogbright.net,Не совершайте эту глупую ошибку в своем адвокате по несчастным случаям в Джексонвилле
казино,7,https://pggaming.org/,"Сайт представляет собой онлайн-казино.  URL-адрес выглядит легитимно, без подозрительных поддоменов или символов. Однако сам сайт рекламирует азартные игры.  На сайте отсутствует контент 18+, хотя тематика сайта может быть воспринята как неподходящая для несовершеннолетних. ",pggaming.org,PG Gaming: мировой лидер в производстве игровых брендов
казино,7,http://www.networksales.ru/go/url=-aHR0cHM6Ly93d3cud2JjMjQ3LU9mZmljaWFsLmNvbQ,"Сайт wbc247-official.com  представляет собой сайт, посвященный азартным играм. На сайте указано, что он является ""официальным агентом"" и предоставляет ссылки на различные онлайн-казино,  проводит проверку на безопасность и предлагает информацию о различных играх, таких как онлайн-бакара, слоты и рулетка.  URL-адрес не содержит явных признаков мошенничества, но тематика сайта указывает на  казино.  Контент сайта не содержит явной 18+ информации, однако тематика азартных игр может быть ограничена по возрасту в некоторых юрисдикциях.",networksales.ru,
мошенничество,7,https://justanimeforum.net/proxy.php?link=https%3A%2F%2Fheasyformsnow.com%3A443%2Fhome%2Fclick%3Fuc%3D17700101%26ap%3D%26source%3D%26uid%3Dac917bdb-6efe-42ac-bf1b-774161313674%26i_id%3D%26cid%3D%26url%3Dhttps%253A%252F%252Fen.themode.kr%252Fmember%252Flogin.html%253FnoMemberOrder%2526returnUrl%253Dhttps%25253A%25252F%25252Fwww.ironhidegames.com%25252Fexternal%25253Furl%25253Dhttps%25253A%25252F%25252Ftaeshinlawfirm.com%25252F%26value%3Dtoolbar_benefitsg,"Сайт `justanimeforum.net`  является форумом, судя по названию и интерфейсу. URL содержит поддомен `proxy.php`, который указывает на то, что сайт используется для перенаправления на другие ресурсы.  В данном случае, он перенаправляет на `heasyformsnow.com`, который, в свою очередь, содержит длинную цепочку перенаправлений, в конечном итоге ведущих на сайт `taeshinlawfirm.com`.  Этот последний сайт, по всей видимости, является юридической фирмой.

Наличие proxy указывает на то, что сам `justanimeforum.net` может быть не напрямую связан с конечным сайтом, на который перенаправляет. Это делает его потенциально опасным, поскольку  неизвестно, какие действия происходят в процессе перенаправления (например, установка вредоносного ПО, фишинг).   Кроме того, трудно оценить легитимность  `heasyformsnow.com` без более детальной информации.  Сам форум `justanimeforum.net` по дизайну не выглядит мошенническим, но его использование в качестве прокси-сервера является тревожным признаком.

Хотя на скриншоте нет явных признаков мошенничества или контента 18+,  неясный характер перенаправления делает сайт потенциально опасным.

",justanimeforum.net,Внешнее перенаправление | Форум Just Anime
мошенничество,7,https://arabic-fx.com/%d8%a7%d9%83%d8%b3%d8%a8%d9%8a%d8%b1%d8%aa-%d8%a7%d9%84%d9%85%d8%a4%d8%b4%d8%b1%d8%a7%d8%aa-%d8%a7%d9%84%d8%a3%d9%85%d8%b1%d9%8a%d9%83%d9%8a%d8%a9/,"Сайт arabic-fx.com позиционирует себя как ресурс, посвященный торговле на финансовых рынках, в частности, американским индикаторам.  На сайте присутствует арабский текст, что указывает на целевую аудиторию.  Дизайн сайта выполнен в темных тонах, с использованием графиков и диаграмм, характерных для финансовых ресурсов.  Однако,  отсутствие явной информации о лицензировании, регуляции и контактных данных вызывает подозрение.  Ссылка на WhatsApp для связи также не является признаком легитимности, так как затрудняет проверку и верификацию информации. Сайт может быть использован для мошеннических схем, связанных с инвестициями или торговлей.  Он не содержит контент 18+.",arabic-fx.com,Эксперт по американским индикаторам Ларри Коннорс
мошенничество,7,https://www.tareeqashaab.com/index.php/sections/report/21219-2025-01-04-21-47-23,"Сайт `tareeqashaab.com` имеет подозрительный URL-адрес, содержащий  `/index.php/sections/report/` — что указывает на нестандартную структуру, типичную для блогов или форумов, но не для крупных легитимных сайтов. Отсутствует информация о содержании сайта, поскольку он не загружается.  Название сайта не даёт  никаких конкретных указаний на его природу.  Однако, структура URL и отсутствие видимого контента вызывают подозрение. Нельзя исключить, что это мошеннический сайт,  либо просто нерабочий ресурс.  Дополнительная проверка с помощью других инструментов безопасности необходима для более точной оценки. ",tareeqashaab.com,
мошенничество,7,https://elearnportal.science/wiki/10_Facts_About_Accident_Lawyer_Brooklyn_That_Will_Instantly_Get_You_Into_A_Great_Mood,"URL адрес  `https://elearnportal.science/wiki/10_Facts_About_Accident_Lawyer_Brooklyn_That_Will_Instantly_Get_You_Into_A_Great_Mood`  выглядит подозрительно.  Поддомен `elearnportal.science` не является типичным для легитимного образовательного портала.  Хотя название сайта  (""Портал электронного обучения"") и заголовок страницы (""10 фактов об адвокате по несчастным случаям в Бруклине, которые мгновенно поднимут вам настроение"") выглядят безобидно,  сам URL  напоминает фишинговые сайты, которые маскируются под легитимные ресурсы. Отсутствие известных брендов и наличие текста, направленного на привлечение внимания ( ""мгновенно поднимут вам настроение""),  усиливают подозрения.  На скриншоте я не вижу контент сайта, поэтому  не могу определить наличие 18+ контента или других признаков мошенничества, таких как всплывающие окна или запросы на оплату.  Однако,  один лишь URL вызывает серьезные опасения. ",elearnportal.science,"10 фактов об адвокате по несчастным случаям в Бруклине, которые мгновенно поднимут вам настроение - Портал электронного обучения"
мошенничество,7,https://fichier-code-app.store/wf/,"Сайт `https://fichier-code-app.store/wf/` возвращает ошибку 404 (Not Found).  Это означает, что запрошенная страница не найдена на сервере.  Сам URL-адрес выглядит подозрительно:  `fichier-code-app.store` не является известным доменом, а суффикс `.store` часто используется для мошеннических сайтов. Отсутствие доступного контента затрудняет оценку наличия контента 18+ или признаков мошенничества (например, запросов на оплату или игр). Однако, учитывая подозрительный URL и ошибку 404, высока вероятность, что сайт либо мошеннический, либо нерабочий.  Без доступа к содержанию сайта трудно с уверенностью утверждать, что он именно мошеннический, но подозрения достаточно серьезные.",fichier-code-app.store,
мошенничество,7,https://whew.cc/orIHU2Xv,"Сайт `rd.wishlistmemberplugins.net` перенаправляет пользователя на другую страницу.  На изображении виден экран перенаправления, который не вызывает подозрений. URL содержит длинную строку параметров, но это само по себе не является признаком мошенничества.  Однако,  имя `rd.wishlistmemberplugins.net` выглядит подозрительно, т.к. сокращенно и  не явно указывает на известную компанию.  Отсутствуют признаки 18+ контента или онлайн-казино. Невозможно оценить  полную опасность  без знания  конечного адреса перенаправления.  Нужно подождать, куда перейдет ссылка. ",whew.cc,
мошенничество,7,https://vacatures.roc.nl/link.php?go=aHR0cHM6Ly9zY29sYXR0YS5jb20v,"Сайт `vacatures.roc.nl/link.php?go=aHR0cHM6Ly9zY29sYXR0YS5jb20v` является сокращающей ссылкой, которая перенаправляет на `https://scolatta.com/`.  Сам по себе URL `vacatures.roc.nl` выглядит как легитимный, но наличие `link.php?go=` указывает на то, что это сокращенная ссылка, что повышает подозрительность.  На скриншоте отображается лишь промежуточная страница перенаправления.  Без информации о содержимом `scolatta.com` невозможно с уверенностью определить его тип и уровень опасности.  Однако, сам факт использования сокращенной ссылки является тревожным сигналом, так как мошенники часто используют их для маскировки фишинговых или вредоносных сайтов.  Необходимо проявить осторожность.",roc.nl,
мошенничество,7,https://petmade-4.t1.upgates.shop/,"URL адрес `petmade-4.t1.upgates.shop` выглядит подозрительно.  Наличие `-4.t1.upgates.shop` в конце указывает на поддомен, который часто используется для создания поддельных интернет-магазинов.  Название сайта `Petmade` звучит правдоподобно, но это может быть подделкой. Сайт предлагает корм для животных, что само по себе не является признаком мошенничества, но в сочетании с подозрительным URL адресом вызывает опасения.  На скриншоте нет явных признаков мошенничества, таких как всплывающие окна с просьбами оплатить несуществующие товары или другие признаки мошенничества. Однако,  отсутствие большого количества информации на сайте также вызывает настороженность. Сайт выглядит незаконченным или находится на ранней стадии разработки, что может свидетельствовать о мошенничестве.  Контента 18+ на сайте нет.

",upgates.shop,Корм для домашних животных
мошенничество,7,https://wiishlist.com/story19126312/a-peek-inside-the-secrets-of-buy-a-fake-uk-licence,"Сайт `wiishlist.com` содержит статью о покупке поддельных водительских прав в Великобритании.  Сам URL-адрес не выглядит подозрительно, но содержание статьи указывает на незаконную деятельность.  Сайт не является казино, не содержит контента 18+ и не является сервисом сокращения ссылок. Однако, он косвенно связан с мошенничеством, так как описывает приобретение фальшивых документов.  Ссылка на `expressdrivinglicense.com`  требует дополнительной проверки, но её наличие усиливает подозрения. ",wiishlist.com,Взгляд внутрь секретов покупки поддельных водительских прав в Великобритании
казино,7,http://www.s9y.zassi.de/exit.php?url=aHR0cHM6Ly9Xd3cuSGlnaHN0YWtlcy5jb20v&entry_id=157,"Сайт highstakes.com/ru/ представляет собой онлайн-казино. На главной странице отображается информация о различных играх, включая слоты, игры казино и ставки на спорт.  Есть возможность регистрации через социальные сети и электронную почту.  URL-адрес не содержит подозрительных поддоменов или символов.  Однако, сам по себе характер сайта как онлайн-казино делает его потенциально опасным из-за риска игровой зависимости и возможных мошеннических практик, связанных с выводом средств.",zassi.de,
казино,7,https://www.clickgratis.com.br/download/url.php?url=aHR0cHM6Ly9Xd3cuSGlnaHN0YWtlcy5jb20,"Сайт представляет собой онлайн-казино HighStakes.  В URL-адресе нет ничего подозрительного, сам домен выглядит достаточно стандартно.  Сайт открыто заявляет о себе как о платформе для азартных игр, предлагая казино, ставки на спорт и другие игры.  Контент сайта не содержит явной порнографии, но имеет возрастные ограничения (18+).",com.br,
мошенничество,7,https://hikvisiondb.webcam/wiki/Is_Buy_A_Registered_Drivers_License_Without_A_Deposit_The_Same_As_Everyone_Says,"Сайт hikvisiondb.webcam содержит статью о том, как получить водительские права без депозита.  URL-адрес выглядит подозрительно, так как использует поддомен `webcam` на домене, не связанном с выдачей водительских прав.  Содержание статьи не напрямую предлагает незаконные услуги, но косвенно затрагивает тему приобретения документов, что может быть связано с мошенничеством.  Сам сайт выглядит как вики-страница, но не относится к известным легитимным сайтам.  Контента 18+ на сайте нет.  В целом, сайт вызывает подозрение в связи с темой статьи и необычным URL. ",hikvisiondb.webcam,"Купить зарегистрированные водительские права без депозита - это то же самое, что все говорят - Hikvision Guides"
мошенничество,7,http://q.044300.net/home.php?mod=space&uid=452974,"Сайт представляет собой форум, работающий на движке Discuz!. URL-адрес содержит подозрительные поддомены (q.044300.net), что может указывать на мошеннический ресурс или, по крайней мере, на сайт с низким уровнем безопасности. Сам по себе форум не является мошенническим, но его могут использовать для распространения вредоносных ссылок или фишинговых атак.  На скриншоте виден запрос на создание профиля Chrome, что само по себе не является мошенничеством, но может быть использовано в фишинговых схемах.  Контента 18+ не обнаружено.  Опасность представляет не сам сайт, а потенциальное использование его мошенниками.",044300.net,Профиль turkeyheron56 - Pinglu Micro Alliance - Работает на Discuz!
мошенничество,7,https://clients1.google.ru/url?q=https%3A%2F%2Fclicks.trx-hub.com%2Fxid%2Fcbsint_a10ef_cbsnews%3Fq%3Dhttps%253A%252F%252Fwww.kibrispdr.org%252Fbuku-mimpi-2d-bawang-merah.html%26p%3Dhttps%253A%252F%252Fwww.cbsnews.com%252Fnews%252Fwhats-the-maximum-you-should-spend-on-long-term-care-insurance-what-experts-say%252F%26event_type%3Dclick%26article_id%3D55aed0aa-158e-4685-ab91-1b028b800e5d,"Ссылка указывает на страницу с перенаправлением, которая ведет на статью о том, как получить прибыль от аварийных юристов.  В URL-адресе присутствует подозрительный поддомен `clicks.trx-hub.com`,  а сам URL очень длинный и зашифрованный.  Наличие сервиса сокращения ссылок (`clients1.google.ru/url?q=...`) также вызывает подозрение.  Сайт, на который происходит переадресация (`www.kibrispdr.org/buku-mimpi-2d-bawang-merah.html`), по своему названию и содержанию (судя по части адреса) не выглядит мошенническим, но его контекст в данной цепочке ссылок вызывает вопросы.  Контента 18+ нет.  В целом, из-за сложной цепочки перенаправлений и использования сервиса сокращения ссылок, а также подозрительного домена в URL, можно предположить, что это потенциально мошеннический сайт или, по крайней мере, сайт с сомнительной репутацией,  цель которого —  скрыть настоящий URL.

",google.ru,Уведомление о перенаправлении
мошенничество,7,http://cse.google.dk/url?q=https%3A%2F%2Fclicks.trx-hub.com%2Fxid%2Fcbsint_a10ef_cbsnews%3Fq%3Dhttps%253A%252F%252Fwww.kibrispdr.org%252Fbuku-mimpi-2d-bawang-merah.html%26p%3Dhttps%253A%252F%252Fwww.cbsnews.com%252Fnews%252Fwhats-the-maximum-you-should-spend-on-long-term-care-insurance-what-experts-say%252F%26event_type%3Dclick%26article_id%3D55aed0aa-158e-4685-ab91-1b028b800e5d,"Сайт является промежуточной страницей перенаправления с коротким URL, предоставленным Google.  Целевой URL содержит ссылку на сайт `kibrispdr.org`, который кажется подозрительным из-за своего названия и контекста (буквы в URL выглядят как возможная попытка обмануть пользователя, замаскировав реальный контент).  Также, ссылка перенаправляет через `clicks.trx-hub.com`, что является сервисом сокращения ссылок, что само по себе не является гарантией мошенничества, но повышает подозрения.  В целом, из-за неясности целевого URL и использования сервиса сокращения ссылок, существует вероятность мошенничества или наличия контента 18+.",google.dk,Уведомление о перенаправлении
мошенничество,7,https://hid-bulbs40617.vblogetin.com/37880766/the-great-things-about-federal-offender-appeal-lawyers-in-legitimate-defense,"URL адрес сайта выглядит подозрительно.  Поддомен `hid-bulbs40617.vblogetin.com` не похож на легитимный.  Домен `vblogetin.com` также не внушает доверия.  Название сайта (`Преимущества адвокатов по апелляциям федеральных правонарушителей в законной защите`) само по себе не указывает на мошенничество, но в сочетании с подозрительным URL адресом вызывает опасения.  Сайт содержит текстовый контент,  нет явных признаков контента 18+ или казино.  Однако,  высокая вероятность того, что это может быть сайт, созданный для SEO-манипуляций или для распространения вредоносного ПО.  Отсутствие  известных брендов  и сомнительное название поддомена,  указывает на потенциальную опасность. ",vblogetin.com,Преимущества адвокатов по апелляциям федеральных правонарушителей в законной защите
мошенничество,7,http://Me.Lkii.Ub.Liudok.B.Lea.D.I%40Sorina.Viziru.7%40E.Xped.It.Io.N.Eg.D.G%40Burton.Rene@wellho.net/test.php?a%5B%5D=%3Ca+href%3Dhttps%3A%2F%2Fwww.pokertube.com%2F%3Epoker+online+free%3C%2Fa%3E%3Cmeta+http-equiv%3Drefresh+content%3D0%3Burl%3Dhttps%3A%2F%2Fwww.pokertube.com%2F+%2F%3E,"URL содержит подозрительную длинную строку, которая маскирует ссылку на `pokertube.com`.  Сайт `pokertube.com` сам по себе не является мошенническим, это сайт, посвященный покеру,  но  маскировка ссылки указывает на попытку обмана пользователя.  На скриншоте изображена страница сайта, которая не содержит явных признаков мошенничества (например, запросов на оплату или фишинговых форм), но сам способ перехода на неё вызывает подозрение.  Контент сайта не содержит 18+ материалов. ",Rene@wellho.net,phpinfo()
мошенничество,7,https://prawojazdy48798.blogars.com/30717101/why-we-are-in-love-with-buy-a-copyright-with-code-95-and-you-should-also,"Сайт размещен на поддомене blogars.com, что само по себе не является признаком мошенничества, но указывает на то, что это скорее всего блог или личный сайт, а не крупная компания.  Название сайта содержит случайную последовательность цифр (prawojazdy48798), что выглядит подозрительно.  Заголовок статьи (""Почему мы любим купить авторское право с кодом 95 (и вам тоже стоит это сделать!)"") намекает на возможную продажу чего-либо, что требует осторожности.  Сам сайт выглядит довольно просто, без явных признаков мошенничества, таких как всплывающие окна или агрессивные запросы на оплату. Однако, отсутствие какой-либо информации о владельце сайта и его деятельности вызывает подозрение.  Контент не содержит 18+ материала.  В целом, сайт вызывает осторожность из-за своего подозрительного URL и неясной тематики.  Необходимо проявить крайнюю осторожность при взаимодействии с этим сайтом. ",blogars.com,Почему мы любим купить авторское право с кодом 95 (и вам тоже стоит это сделать!)
мошенничество,7,http://www.hpa.org.cn/goto.php?url=https://montorestaurantdublin.com/,"Начальная страница представляет собой промежуточный редирект с адресом `http://www.hpa.org.cn/goto.php?url=https://montorestaurantdublin.com/`.  Сам сайт `hpa.org.cn`  не вызывает подозрений, но использование `goto.php`  указывает на потенциальное использование для скрытия конечного URL. Конечный URL `montorestaurantdublin.com`  звучит как легитимный ресторан в Дублине, но это не гарантирует его безопасности. Отсутствие информации на начальной странице, кроме объявления о перенаправлении, вызывает подозрение.  Необходимо проверить конечный сайт после перенаправления, чтобы сделать окончательное заключение. На текущем этапе есть признаки потенциального мошенничества из-за скрытого перенаправления.",org.cn,автоматический прыжок через 5 секунд...
18+,7,https://www.chatturb.com/htmls/65.html,"Сайт `https://www.chatturb.com/htmls/65.html` отображает страницу с предупреждением о том, что доступ к контенту разрешен только лицам старше 18 лет.  Наличие такой страницы указывает на то, что сайт содержит контент для взрослых (18+).  В URL-адресе нет явных признаков мошенничества, таких как подозрительные поддомены. Однако сам сайт относится к категории сайтов для взрослых, что может представлять определённую опасность, в зависимости от законодательства вашей юрисдикции и ваших личных убеждений.  Сайт не выглядит как мошеннический в смысле обмана покупателей или подделки известных брендов. ",chatturb.com,белинда видео порно – Chatturb
мошенничество,7,https://diendan.amtech.vn/proxy.php?link=https://xn--niedlichfranzsischebulldoggenwelpen-0qd.de/,"Сайт `diendan.amtech.vn/proxy.php?link=https://xn--niedlichfranzsischebulldoggenwelpen-0qd.de/`  является внешним перенаправлением с amtech.vn на сайт `xn--niedlichfranzsischebulldoggenwelpen-0qd.de`.  Адрес `amtech.vn` выглядит легитимным, но он всего лишь выступает в роли прокси для перенаправления на другой сайт.  Сам домен `xn--niedlichfranzsischebulldoggenwelpen-0qd.de`  использует Punycode, что само по себе не является признаком мошенничества, но часто используется мошенниками для маскировки подозрительных доменов.  Название домена переводится как ""милые французские бульдоги щенки"", что намекает на продажу животных.  Без просмотра целевого сайта  `xn--niedlichfranzsischebulldoggenwelpen-0qd.de`  невозможно с уверенностью сказать, является ли он мошенническим или нет. Однако, сам факт перенаправления через proxy.php вызывает подозрение.  На странице перенаправления нет никаких признаков 18+ контента, казино или розыгрышей.


",amtech.vn,Внешнее перенаправление | amtech.vn - Отвечаем на вопросы о технологиях
казино,7,https://jakartamaketstudio.com/search/judi+togel+4d,"Сайт jakartamaketstudio.com отображает результаты поиска по запросу ""judi togel 4d"", что переводится как ""азартные игры тото 4d"".  Хотя сам сайт кажется легитимным по дизайну (предлагает услуги по созданию макетов), запрос пользователя указывает на азартные игры, что является признаком потенциального мошенничества или, по крайней мере,  связи с контентом, который может быть использован для мошеннических целей.  URL-адрес не содержит подозрительных поддоменов. Однако, контекст поиска, явно указывающий на азартные игры, вызывает опасения. Сайт сам по себе не содержит 18+ контента, но тематика поиска на нём делает его потенциально опасным. ",jakartamaketstudio.com,Вы искали 4d лотерея азартные игры - JAKARTA MAKET STUDIO
